name,mainLanguage,domain,confidence,reasoning
kubewall/kubewall,TypeScript,infra,high,"The repository is primarily focused on providing a Kubernetes dashboard for multi-cluster management and monitoring, which falls under the category of infrastructure tools for DevOps and cloud-native "
souporserious/renoun,TypeScript,web,high,"The repository is focused on turning JavaScript, TypeScript, Markdown, and MDX into reusable structured data for blogs, documentation, and presentations, which aligns with web development and content "
johanohly/AirTrail,TypeScript,web,high,"The repository is a web application that allows users to track their flights and view their flight history, which clearly falls under the web domain category."
microsoft/data-formulator,TypeScript,data,high,"The repository is focused on AI-powered data visualization, which falls under data science and analytics. Its primary purpose is to help users explore and visualize data, making it a strong fit for th"
zetaloop/desktop,TypeScript,other,high,"The repository is a community localization of GitHub Desktop into Chinese, which does not clearly fit into the defined categories of web, library, data, infra, or cli. It primarily serves as a transla"
iongion/container-desktop,TypeScript,infra,high,"The repository is focused on providing a desktop companion for Podman, which is related to container management and infrastructure. This aligns it with the infrastructure domain, particularly in the c"
mazzzystar/tinymind,TypeScript,web,high,"The repository is primarily focused on providing a web-based blogging and memo storage solution that integrates with GitHub, which falls under the web category as it involves a web application and a C"
reown-com/appkit,TypeScript,library,high,"The repository provides a full stack toolkit and SDKs for building on-chain applications, which aligns with the definition of reusable packages and client libraries."
cellbang/cell,TypeScript,web,high,"The repository is a progressive application framework that focuses on serverless architecture, microservices, and full-stack support, which are all key components of web development. It also includes "
expo-starter/expo-local-first-template,TypeScript,library,high,"The repository provides a template for building local-first applications using Expo and React Native, which serves as a reusable package for developers to start their projects. This aligns with the de"
loggerhead/json4u,TypeScript,data,high,"The repository is focused on JSON visualization and processing, which aligns with data manipulation and analysis. It includes features for structured comparisons, validation, and parsing, indicating i"
sushi-labs/sushiswap,TypeScript,web,high,"The repository is focused on the main Sushi interface, which is a web application hosted on sushi.com. It involves frontend development and is related to web frameworks and tooling."
